x y theta v w
-0.900232 -4.21625 1.87836 0.286927 -0.172192
-0.908706 -4.18875 1.86128 0.288906 -0.168842
-0.916786 -4.16087 1.84459 0.291146 -0.165492
-0.924464 -4.13264 1.82823 0.293487 -0.162368
-0.931743 -4.10406 1.81218 0.295976 -0.159339
-0.938626 -4.07511 1.79642 0.298598 -0.156385
-0.945102 -4.04585 1.7809 0.301337 -0.153496
-0.951197 -4.01616 1.76572 0.304266 -0.150562
-0.956899 -3.98609 1.75083 0.307192 -0.14779
-0.962208 -3.95565 1.73622 0.310192 -0.145071
-0.967124 -3.92484 1.72187 0.313266 -0.142395
-0.971646 -3.89365 1.70779 0.316404 -0.139757
-0.975773 -3.86209 1.69397 0.3196 -0.137155
-0.979506 -3.83015 1.68041 0.322847 -0.134588
-0.982843 -3.79784 1.6671 0.32614 -0.132055
-0.985783 -3.76516 1.65405 0.329473 -0.129554
-0.988326 -3.73211 1.64124 0.332843 -0.127085
-0.990472 -3.69869 1.62868 0.336245 -0.124647
-0.99222 -3.6649 1.61636 0.339676 -0.12224
-0.993568 -3.63076 1.60427 0.343131 -0.119864
-0.994518 -3.59625 1.59243 0.346609 -0.117518
-0.995068 -3.56138 1.58082 0.350105 -0.115202
-0.995219 -3.52616 1.56943 0.353618 -0.112916
-0.994971 -3.49059 1.55828 0.357145 -0.11066
-0.994323 -3.45467 1.54734 0.360684 -0.108434
-0.993277 -3.4184 1.53663 0.364231 -0.106237
-0.991832 -3.38179 1.52614 0.367786 -0.10407
-0.989989 -3.34485 1.51586 0.371345 -0.101933
-0.987746 -3.3075 1.50584 0.374907 -0.0998241
-0.985109 -3.26982 1.49601 0.378361 -0.0978232
-0.982714 -3.23944 1.48831 0.381826 -0.0958416
-0.979332 -3.20081 1.47868 0.396599 -0.0968739
-0.975476 -3.16116 1.46913 0.399626 -0.0946053
-0.971225 -3.12134 1.45977 0.40159 -0.0921723
-0.966578 -3.08132 1.45069 0.403778 -0.0897386
-0.961544 -3.04112 1.44186 0.406108 -0.0874938
-0.956127 -3.00072 1.43324 0.408611 -0.0853389
-0.95033 -2.96011 1.42483 0.411262 -0.0832534
-0.944155 -2.91928 1.41662 0.414032 -0.0812332
-0.937605 -2.87823 1.40862 0.416898 -0.0792715
-0.930683 -2.83694 1.4008 0.41984 -0.0773624
-0.92339 -2.79541 1.39318 0.422842 -0.075501
-0.91573 -2.75364 1.38574 0.425889 -0.0736831
-0.907706 -2.71162 1.37848 0.428969 -0.0719051
-0.89932 -2.66937 1.37139 0.432071 -0.0701639
-0.890577 -2.62686 1.36448 0.435185 -0.0684572
-0.881478 -2.58411 1.35773 0.438305 -0.0667825
-0.872027 -2.54112 1.35115 0.441423 -0.065138
-0.862229 -2.49789 1.34474 0.444533 -0.063522
-0.852087 -2.45442 1.33848 0.447629 -0.061933
-0.841604 -2.41071 1.33238 0.450707 -0.0603696
-0.830785 -2.36677 1.32643 0.453763 -0.0588308
-0.819634 -2.3226 1.32064 0.456793 -0.0573153
-0.808155 -2.2782 1.315 0.459794 -0.0558223
-0.796353 -2.23357 1.30951 0.462762 -0.0543509
-0.784232 -2.18873 1.30416 0.465695 -0.0529002
-0.771797 -2.14367 1.29895 0.46859 -0.0514694
-0.759054 -2.0984 1.29389 0.471445 -0.0500578
-0.746006 -2.05292 1.28897 0.474258 -0.0486648
-0.73266 -2.00724 1.28419 0.477026 -0.0472897
-0.719007 -1.96131 1.27957 0.479748 -0.0459318
-0.707875 -1.92441 1.27597 0.482341 -0.0446429
-0.69346 -1.87733 1.2715 0.499189 -0.0447832
-0.678619 -1.82961 1.26708 0.500508 -0.0433345
-0.663538 -1.78185 1.26284 0.501082 -0.0417626
-0.648241 -1.7341 1.25872 0.501808 -0.0402929
-0.632721 -1.68632 1.25478 0.502769 -0.0388172
-0.616983 -1.6385 1.25098 0.50388 -0.037441
-0.601037 -1.59065 1.24729 0.505127 -0.0361032
-0.584867 -1.54271 1.24376 0.506514 -0.0347437
-0.568486 -1.49469 1.24036 0.507935 -0.0334648
-0.551898 -1.44659 1.23709 0.509404 -0.0322127
-0.535106 -1.3984 1.23394 0.510904 -0.0309804
-0.518116 -1.35012 1.23092 0.512415 -0.0297656
-0.500933 -1.30175 1.22801 0.513922 -0.0285669
-0.483561 -1.25329 1.22523 0.51541 -0.0273828
-0.466007 -1.20473 1.22256 0.516865 -0.0262122
-0.448278 -1.15609 1.22001 0.518275 -0.025054
-0.43038 -1.10737 1.21757 0.519627 -0.0239074
-0.412321 -1.05856 1.21525 0.520911 -0.0227717
-0.394108 -1.00968 1.21304 0.522113 -0.0216462
-0.37575 -0.960733 1.21094 0.523221 -0.0205305
-0.357255 -0.911725 1.20895 0.524221 -0.0194241
-0.338632 -0.862666 1.20708 0.525096 -0.0183267
-0.319892 -0.813567 1.20531 0.525829 -0.0172382
-0.301045 -0.764441 1.20365 0.526398 -0.0161585
-0.282101 -0.715296 1.20212 0.526779 -0.0150877
-0.263077 -0.66616 1.20069 0.526931 -0.0140718
-0.243986 -0.617053 1.19935 0.526838 -0.0130604
-0.224841 -0.567996 1.1981 0.526454 -0.012009
-0.205659 -0.519016 1.19697 0.525724 -0.0109655
-0.186468 -0.47017 1.19595 0.524584 -0.00993557
-0.171123 -0.431211 1.19522 0.522991 -0.00896437
-0.151624 -0.381821 1.19436 0.536337 -0.00829396
-0.131983 -0.33219 1.19359 0.532055 -0.00727538
-0.112499 -0.283061 1.19292 0.526148 -0.0062566
-0.0932198 -0.234533 1.19236 0.519524 -0.00526756
-0.07418 -0.186681 1.19189 0.512002 -0.00431255
-0.0554251 -0.139602 1.19153 0.50329 -0.00305381
-0.0370137 -0.0934254 1.19127 0.492995 -0.00239877
-0.0196341 -0.0498649 1.19111 -0.0360952 -0.00105047
