x y theta v w
-0.87001 -4.32006 1.94412 0.270353 -0.178116
-0.879696 -4.29467 1.92644 0.27313 -0.175501
-0.88903 -4.26885 1.90902 0.275954 -0.172877
-0.898009 -4.24261 1.89186 0.278824 -0.170245
-0.906628 -4.21594 1.87497 0.281738 -0.16761
-0.914885 -4.18885 1.85833 0.284696 -0.164973
-0.922775 -4.16134 1.84197 0.287696 -0.162337
-0.930297 -4.13341 1.82587 0.290736 -0.159704
-0.937447 -4.10507 1.81003 0.293817 -0.157077
-0.944221 -4.07632 1.79445 0.296935 -0.154458
-0.950618 -4.04716 1.77913 0.300091 -0.151848
-0.956635 -4.0176 1.76408 0.303281 -0.14925
-0.962269 -3.98764 1.74928 0.306506 -0.146665
-0.967518 -3.95727 1.73474 0.309762 -0.144095
-0.97238 -3.92651 1.72046 0.31305 -0.141542
-0.976854 -3.89536 1.70643 0.316367 -0.139007
-0.980936 -3.86382 1.69266 0.319712 -0.136491
-0.984626 -3.83189 1.67913 0.323083 -0.133996
-0.987923 -3.79958 1.66585 0.326479 -0.131523
-0.990824 -3.76689 1.65282 0.329897 -0.129073
-0.993329 -3.73383 1.64004 0.333337 -0.126646
-0.995436 -3.70039 1.62749 0.336796 -0.124244
-0.997146 -3.66658 1.61519 0.340274 -0.121867
-0.998456 -3.6324 1.60312 0.343768 -0.119516
-0.999367 -3.59786 1.59128 0.347276 -0.117192
-0.999879 -3.56296 1.57967 0.350798 -0.114894
-0.99999 -3.5277 1.5683 0.35433 -0.112624
-0.999702 -3.49209 1.55715 0.357872 -0.110381
-0.999013 -3.45613 1.54622 0.361422 -0.108167
-0.997925 -3.41983 1.53551 0.364978 -0.10598
-0.996438 -3.38318 1.52502 0.368538 -0.103822
-0.994553 -3.3462 1.51475 0.372101 -0.101692
-0.992269 -3.30888 1.50468 0.375665 -0.0995906
-0.989589 -3.27123 1.49482 0.379228 -0.0975174
-0.986512 -3.23325 1.48517 0.382789 -0.0954724
-0.983042 -3.19495 1.47573 0.386345 -0.0934557
-0.979178 -3.15633 1.46648 0.389896 -0.0914669
-0.974922 -3.1174 1.45743 0.393439 -0.0895059
-0.970276 -3.07815 1.44858 0.396972 -0.0875724
-0.965243 -3.0386 1.43992 0.400495 -0.0856664
-0.959823 -2.99874 1.43144 0.404005 -0.0837873
-0.954019 -2.95858 1.42316 0.4075 -0.081935
-0.947834 -2.91812 1.41505 0.410979 -0.0801092
-0.941269 -2.87738 1.40713 0.414441 -0.0783094
-0.934329 -2.83634 1.39939 0.417883 -0.0765352
-0.927014 -2.79502 1.39182 0.421305 -0.0747864
-0.919328 -2.75343 1.38443 0.424704 -0.0730625
-0.911275 -2.71155 1.37721 0.428078 -0.0713631
-0.902858 -2.66941 1.37016 0.431427 -0.0696878
-0.894079 -2.627 1.36327 0.434749 -0.0680361
-0.884942 -2.58433 1.35655 0.438042 -0.0664076
-0.875452 -2.5414 1.34999 0.441304 -0.0648019
-0.865612 -2.49821 1.34358 0.444534 -0.0632184
-0.855425 -2.45477 1.33734 0.447731 -0.0616567
-0.844896 -2.41109 1.33125 0.450893 -0.0601164
-0.834029 -2.36717 1.32532 0.454019 -0.058597
-0.822828 -2.32301 1.31953 0.457106 -0.057098
-0.811299 -2.27862 1.31389 0.460155 -0.0556189
-0.799445 -2.234 1.30841 0.463162 -0.0541593
-0.787271 -2.18916 1.30306 0.466128 -0.0527187
-0.774782 -2.1441 1.29786 0.46905 -0.0512966
-0.761983 -2.09882 1.2928 0.471928 -0.0498925
-0.74888 -2.05333 1.28788 0.474759 -0.048506
-0.735477 -2.00764 1.2831 0.477543 -0.0471366
-0.72178 -1.96175 1.27845 0.480278 -0.0457838
-0.707794 -1.91566 1.27394 0.482963 -0.0444472
-0.693525 -1.86938 1.26956 0.485598 -0.0431263
-0.678979 -1.82292 1.26531 0.488179 -0.0418206
-0.664161 -1.77627 1.2612 0.490708 -0.0405297
-0.649077 -1.72944 1.25721 0.493181 -0.0392531
-0.633734 -1.68244 1.25334 0.495599 -0.0379904
-0.618137 -1.63527 1.24961 0.49796 -0.0367411
-0.602293 -1.58794 1.24599 0.500263 -0.0355048
-0.586208 -1.54045 1.24251 0.502507 -0.034281
-0.569889 -1.49281 1.23914 0.504691 -0.0330693
-0.553341 -1.44501 1.23589 0.506814 -0.0318693
-0.536573 -1.39708 1.23276 0.508875 -0.0306806
-0.519589 -1.349 1.22975 0.510873 -0.0295027
-0.502398 -1.30079 1.22686 0.512808 -0.0283351
-0.485006 -1.25244 1.22409 0.514677 -0.0271776
-0.46742 -1.20398 1.22143 0.516481 -0.0260296
-0.449647 -1.15539 1.21888 0.518219 -0.0248908
-0.431694 -1.10668 1.21645 0.51989 -0.0237607
-0.413569 -1.05787 1.21413 0.521493 -0.022639
-0.395278 -1.00895 1.21192 0.523028 -0.0215252
-0.376829 -0.959929 1.20982 0.524493 -0.020419
-0.358229 -0.910812 1.20783 0.525888 -0.0193199
-0.339486 -0.861604 1.20596 0.527213 -0.0182277
-0.320607 -0.81231 1.20419 0.528467 -0.0171418
-0.3016 -0.762934 1.20253 0.529649 -0.0160619
-0.282472 -0.713482 1.20097 0.530759 -0.0149876
-0.263232 -0.663959 1.19953 0.531796 -0.0139186
-0.243886 -0.61437 1.19819 0.53276 -0.0128544
-0.224442 -0.564719 1.19696 0.53365 -0.0117947
-0.204909 -0.515011 1.19583 0.534467 -0.0107392
-0.185293 -0.465252 1.19481 0.535209 -0.00968738
-0.165604 -0.415447 1.19389 0.535876 -0.00863896
-0.145848 -0.3656 1.19308 0.536469 -0.00759354
-0.126034 -0.315716 1.19237 0.536986 -0.00655078
-0.10617 -0.265801 1.19177 0.537428 -0.0055103
-0.0862631 -0.215859 1.19127 0.537794 -0.00447174
-0.0663217 -0.165896 1.19088 0.538085 -0.00343474
-0.0463538 -0.115916 1.19059 0.538299 -0.00205772
-0.0263674 -0.0659242 1.19047 0.538387 -0.00119922
